gene_id,gc_content,gene_name
ENSG00000130479.11,57.53,MAP1S
ENSG00000213398.8,58.67,LCAT
ENSG00000260325.2,62.66,HSPB9
ENSG00000170836.13,40.99,PPM1D
ENSG00000122859.5,64.41,NEUROG3
ENSG00000290956.1,44.15,FAM21EP
ENSG00000259479.7,46.00,SORD2P
ENSG00000178440.9,41.38,TIMM23B-AGAP6
ENSG00000240950.1,57.19,
ENSG00000188582.10,41.68,PAQR9
ENSG00000290387.1,44.76,SORD2P
ENSG00000241592.1,54.65,
ENSG00000204149.16,41.41,AGAP6
ENSG00000272477.1,31.69,
ENSG00000236570.1,45.15,RAD23BP1
ENSG00000251761.1,31.78,RNU6-138P
ENSG00000238166.3,59.49,
ENSG00000081307.15,36.81,UBA5
ENSG00000290424.1,56.43,
ENSG00000261303.7,51.62,GOLGA6GP
ENSG00000290426.1,45.70,
ENSG00000141096.6,57.11,DPEP3
ENSG00000260139.7,59.89,CSPG4P13
ENSG00000260776.7,52.97,GOLGA6FP
ENSG00000108557.20,56.45,RAI1
ENSG00000287099.1,42.18,
ENSG00000216560.4,49.35,LINC00955
ENSG00000250681.1,60.93,
ENSG00000167261.14,54.36,DPEP2
ENSG00000250632.1,58.20,LINC02171
ENSG00000214646.9,60.18,COMMD4P1
ENSG00000169598.17,51.66,DFFB
ENSG00000261143.2,61.54,ADAMTS7P3
ENSG00000250986.1,56.86,LINC02600
ENSG00000184160.8,69.62,ADRA2C
ENSG00000136478.9,43.57,TEX2
ENSG00000251166.1,49.89,OR7E163P
ENSG00000234386.4,48.88,OR7E162P
ENSG00000249522.1,54.97,
ENSG00000164112.14,42.58,SMIM43
ENSG00000259511.4,42.68,UBE2Q2L
ENSG00000264763.1,45.88,MIR4295
ENSG00000233340.1,38.60,
ENSG00000290688.1,46.76,
ENSG00000151532.15,39.10,VTI1A
ENSG00000225151.11,60.59,GOLGA2P7
ENSG00000268112.1,52.64,
ENSG00000188162.12,48.82,OTOG
ENSG00000290689.1,45.65,
ENSG00000179913.11,52.78,B3GNT3
ENSG00000248099.4,53.07,INSL3
ENSG00000197223.12,38.27,C1D
ENSG00000232535.2,36.18,OR5H8
ENSG00000289193.2,52.18,
ENSG00000163719.20,49.36,MTMR14
ENSG00000267959.3,70.59,MIR3188
ENSG00000239821.3,58.05,RN7SL513P
ENSG00000130513.7,51.93,GDF15
ENSG00000095794.21,39.22,CREM
ENSG00000109320.14,37.86,NFKB1
ENSG00000235370.7,59.85,DNM1P51
ENSG00000167264.18,48.49,DUS2
ENSG00000166763.9,51.06,STRCP1
ENSG00000226653.3,48.23,OR13Z1P
ENSG00000207209.1,41.18,Y_RNA
ENSG00000290691.1,51.05,STRCP1
ENSG00000272443.1,45.05,OR13Z2P
ENSG00000272480.1,42.20,OR13Z3P
ENSG00000288626.1,57.97,
ENSG00000260128.7,38.76,ULK4P2
ENSG00000264175.1,60.27,MIR3189
ENSG00000268199.2,54.11,
ENSG00000105656.13,55.51,ELL
ENSG00000290723.1,40.00,ULK4P2
ENSG00000162836.12,43.65,ACP6
ENSG00000259658.6,40.26,UBE2Q2P13
ENSG00000290760.1,44.33,UBE2Q2P13
ENSG00000238554.1,43.75,RNU1-88P
ENSG00000251864.1,41.12,Y_RNA
ENSG00000281450.1,49.87,PANDAR
ENSG00000229389.3,46.02,
ENSG00000213500.3,48.76,LAP3P2
ENSG00000290766.1,41.17,
ENSG00000287891.2,47.87,
ENSG00000182397.15,58.75,DNM1P46
ENSG00000124772.12,51.68,CPNE5
ENSG00000183909.7,39.53,OR4G2P
ENSG00000183801.8,42.20,OLFML1
ENSG00000290822.1,35.06,
ENSG00000185596.17,56.45,WASH3P
ENSG00000113249.14,43.64,HAVCR1
ENSG00000290823.1,54.04,
ENSG00000166387.14,45.46,PPFIBP2
ENSG00000279262.1,55.68,
ENSG00000280121.1,55.56,
ENSG00000181666.19,43.83,ZNF875
ENSG00000128422.18,58.67,KRT17
ENSG00000248472.9,59.55,DDX11L9
ENSG00000290824.1,57.53,DDX11L16
ENSG00000219487.2,38.86,
ENSG00000289359.1,38.79,
ENSG00000259156.8,44.97,CHEK2P2
ENSG00000228408.6,42.15,
ENSG00000207080.2,45.37,Y_RNA
ENSG00000231791.1,39.24,
ENSG00000225924.2,43.37,TAB2-AS1
ENSG00000244568.3,50.34,RN7SL654P
ENSG00000271387.1,56.72,C1orf21-DT
ENSG00000283608.1,45.51,
ENSG00000241391.3,56.95,RN7SL234P
ENSG00000290857.1,45.02,CHEK2P2
ENSG00000216265.1,44.10,FABP12P1
ENSG00000177688.7,39.13,SUMO4
ENSG00000116667.15,40.27,C1orf21
ENSG00000178199.14,50.14,ZC3H12D
ENSG00000215302.9,40.27,WHAMMP4
ENSG00000185245.9,55.95,GP1BA
ENSG00000290876.1,39.56,
ENSG00000248334.7,40.47,WHAMMP2
ENSG00000168646.14,51.32,AXIN2
ENSG00000230470.1,39.79,
ENSG00000232431.4,46.13,
ENSG00000232036.2,47.40,
ENSG00000285035.3,38.22,
ENSG00000219553.2,41.49,
ENSG00000285847.2,43.59,
ENSG00000289045.1,29.90,
ENSG00000290886.1,41.23,
ENSG00000252244.1,43.55,RNU7-3P
ENSG00000274471.3,45.20,
ENSG00000055208.20,38.87,TAB2
ENSG00000290912.1,45.69,HERC2P7
ENSG00000286378.1,43.23,
ENSG00000274376.5,57.26,ADAMTS7P1
ENSG00000215381.3,55.65,
ENSG00000261326.4,36.95,LINC01355
ENSG00000212450.1,38.46,RNU6-241P
ENSG00000205838.15,40.01,TTC23L
ENSG00000290944.1,54.98,
ENSG00000235955.1,61.76,CICP20
ENSG00000226838.1,53.73,
ENSG00000259429.6,38.27,UBE2Q2P2
ENSG00000115414.21,39.39,FN1
ENSG00000284726.1,42.09,
ENSG00000251378.1,63.95,
ENSG00000290945.1,39.38,UBE2Q2P2
ENSG00000202350.1,42.06,RNU6-326P
ENSG00000125945.15,46.42,ZNF436
ENSG00000146678.10,48.88,IGFBP1
ENSG00000275695.2,42.57,UBE2Q2P6
ENSG00000290946.1,42.24,
ENSG00000276710.5,58.14,CSPG4P10
ENSG00000093144.19,36.00,ECHDC1
ENSG00000201405.1,38.71,Y_RNA
ENSG00000290947.1,59.22,
ENSG00000271420.1,44.77,
ENSG00000204219.11,48.57,TCEA3
ENSG00000178222.14,49.44,RNF212
ENSG00000255769.8,60.25,GOLGA2P10
ENSG00000290948.1,42.97,
ENSG00000105642.16,54.70,KCNN1
ENSG00000146674.16,49.16,IGFBP3
ENSG00000277741.5,54.00,GOLGA6L17P
ENSG00000290949.1,52.05,
ENSG00000178081.13,38.67,ULK4P3
ENSG00000290997.1,39.90,ULK4P3
ENSG00000076604.16,59.56,TRAF4
ENSG00000232482.2,43.50,
ENSG00000285779.1,51.74,
ENSG00000185182.15,53.21,GOLGA8EP
ENSG00000162885.14,40.22,B3GALNT2
ENSG00000198677.13,35.57,TTC37
ENSG00000276550.6,43.00,HERC2P2
ENSG00000262962.1,46.85,KARS1P3
ENSG00000183647.11,46.12,ZNF530
ENSG00000277561.6,53.09,GOLGA8IP
ENSG00000263201.1,50.08,DPEP2NB
ENSG00000254609.1,53.13,
ENSG00000237471.2,42.96,
ENSG00000261695.1,47.60,
ENSG00000254852.9,45.91,NPIPA2
ENSG00000229628.1,40.38,
ENSG00000187812.13,52.53,GOLGA6EP
ENSG00000166704.13,45.01,ZNF606
ENSG00000233952.1,49.06,FTLP15
ENSG00000221971.3,46.11,TTC4P1
ENSG00000231952.3,39.43,DPY19L1P2
ENSG00000272905.1,35.03,
ENSG00000291009.1,50.10,
ENSG00000255037.1,52.12,
ENSG00000224573.1,51.95,RPL7AP78
ENSG00000287878.1,49.74,
ENSG00000103512.16,45.54,NOMO1
ENSG00000235149.1,39.21,
ENSG00000222727.1,45.04,RNU4-64P
ENSG00000249225.1,35.77,
ENSG00000253013.1,44.44,
ENSG00000122642.11,45.26,FKBP9
ENSG00000248365.3,42.70,POU5F1P7
ENSG00000156136.10,38.98,DCK
ENSG00000166104.16,53.59,
ENSG00000231192.3,35.42,OR5H1
ENSG00000236032.3,36.08,OR5H14
ENSG00000249321.1,35.99,OR5H5P
ENSG00000131899.12,59.81,LLGL1
ENSG00000249975.1,38.08,OR5H3P
ENSG00000248507.1,35.86,OR5H4P
ENSG00000261279.7,38.98,ULK4P1
ENSG00000187900.4,36.67,OR5H7P
ENSG00000230301.6,35.34,OR5H6
ENSG00000291023.1,40.17,ULK4P1
ENSG00000230373.9,53.89,GOLGA6L5P
ENSG00000270780.1,55.54,
ENSG00000232895.2,44.34,
ENSG00000273698.1,49.81,MRPL57P1
ENSG00000273112.1,43.53,
ENSG00000156983.17,51.62,BRPF1
ENSG00000173110.8,58.64,HSPA6
ENSG00000186017.16,40.96,ZNF566
ENSG00000224203.2,44.14,RPS23P10
ENSG00000189136.10,38.80,UBE2Q2P1
ENSG00000224515.1,45.12,
ENSG00000225217.1,61.13,HSPA7
ENSG00000231586.2,44.04,RPS23P9
ENSG00000234211.2,50.68,
ENSG00000213075.7,38.06,RPL31P11
ENSG00000143125.6,50.79,PROK1
ENSG00000259728.6,43.72,LINC00933
ENSG00000205771.9,42.62,CATSPER2P1
ENSG00000291053.1,44.36,CATSPER2P1
ENSG00000270380.1,54.47,
ENSG00000282887.2,49.43,
ENSG00000283999.1,51.42,
ENSG00000240194.7,53.56,CYMP
ENSG00000261377.8,36.74,PDCD6IPP2
ENSG00000197647.13,43.28,ZNF433
ENSG00000235407.1,57.08,CYMP-AS1
ENSG00000143105.7,50.33,KCNA10
ENSG00000259404.8,38.06,EFL1P1
ENSG00000199710.1,46.46,Y_RNA
ENSG00000237415.2,44.39,NRBF2P3
ENSG00000232791.4,46.75,OR11I1P
ENSG00000177301.16,47.29,KCNA2
ENSG00000291062.1,39.77,
ENSG00000204414.14,56.62,CSHL1
ENSG00000252821.1,37.14,RNU6-388P
ENSG00000206149.13,42.96,HERC2P9
ENSG00000131126.19,47.43,TEX101
ENSG00000122643.23,37.98,NT5C3A
ENSG00000249170.1,57.87,
ENSG00000270098.1,38.72,LDHAL6EP
ENSG00000145321.13,36.46,GC
ENSG00000270734.1,40.00,
ENSG00000257264.5,46.75,
ENSG00000284305.1,44.05,MIR3179-1
ENSG00000179588.9,63.06,ZFPM1
ENSG00000176700.23,47.03,SCAND2P
ENSG00000290147.1,51.23,
ENSG00000226828.2,42.51,LINC02774
ENSG00000124466.9,56.84,LYPD3
ENSG00000259425.6,51.61,
ENSG00000287363.4,52.18,GUCA1ANB
ENSG00000214344.5,42.64,OR4F13P
ENSG00000048545.18,51.03,GUCA1A
ENSG00000279774.1,43.58,
ENSG00000291191.1,36.72,OR4F13P
ENSG00000229960.1,46.74,
ENSG00000229212.9,60.36,
ENSG00000153157.13,40.47,SYCP2L
ENSG00000286486.1,45.75,
ENSG00000244066.3,56.63,RN7SL148P
ENSG00000237759.1,41.83,
ENSG00000254864.1,49.48,
ENSG00000287531.1,45.80,
ENSG00000225855.7,56.39,RUSC1-AS1
ENSG00000166394.15,49.61,CYB5R2
ENSG00000291210.1,48.51,
ENSG00000263456.1,67.54,MIR5189
ENSG00000261744.1,60.50,ZFPM1-AS1
ENSG00000141338.15,36.81,ABCA8
ENSG00000158545.16,51.74,ZC3H18
ENSG00000283701.1,48.96,MIR555
ENSG00000207134.1,37.38,RNU6-106P
ENSG00000227773.1,43.24,ASH1L-IT1
ENSG00000207144.1,38.46,RNU6-1297P
ENSG00000237872.4,58.89,POU5F1P4
ENSG00000176531.11,50.67,PHLDB3
ENSG00000271267.1,45.53,
ENSG00000225082.2,47.15,DAP3P1
ENSG00000223503.1,61.18,
ENSG00000232519.2,64.13,
ENSG00000259295.7,58.12,CSPG4P12
ENSG00000291211.1,54.84,
ENSG00000160752.15,50.48,FDPS
ENSG00000218052.8,61.76,ADAMTS7P4
ENSG00000291212.1,43.37,
ENSG00000287945.1,44.78,
ENSG00000197977.4,39.63,ELOVL2
ENSG00000259660.3,58.90,DNM1P47
ENSG00000291225.1,49.29,
ENSG00000260062.4,48.89,GOLGA2P11
ENSG00000197467.17,51.91,COL13A1
ENSG00000274541.1,51.16,
ENSG00000230314.7,41.86,ELOVL2-AS1
ENSG00000229054.1,52.63,RPS29P14
ENSG00000260357.2,56.01,DNM1P34
ENSG00000241420.3,54.61,RN7SL505P
ENSG00000291229.1,58.02,
ENSG00000228015.1,65.38,
ENSG00000105755.8,48.57,ETHE1
ENSG00000222741.1,48.48,RNA5SP229
ENSG00000224946.1,53.49,
ENSG00000224531.6,42.31,SMIM13
ENSG00000164610.10,42.73,RP9
ENSG00000140416.24,45.06,TPM1
ENSG00000244476.3,46.96,ERVFRD-1
ENSG00000011376.12,42.34,LARS2
ENSG00000124391.5,64.15,IL17C
ENSG00000271245.1,49.55,
ENSG00000079689.15,39.57,SCGN
ENSG00000139193.4,51.49,CD27
ENSG00000277206.1,37.95,
ENSG00000222236.1,47.47,RNA5SP163
ENSG00000168772.12,35.32,CXXC4
ENSG00000197008.10,39.99,ZNF138
ENSG00000139200.14,58.46,PIANP
ENSG00000051523.12,61.74,CYBA
ENSG00000176472.11,54.50,ZNF575
ENSG00000250670.1,38.32,
ENSG00000186352.9,45.33,ANKRD37
ENSG00000290217.1,39.81,
ENSG00000164508.6,41.25,H2AC1
ENSG00000146047.7,47.45,H2BC1
ENSG00000134815.19,54.22,DHX34
ENSG00000178762.5,51.44,H2BC2P
ENSG00000220556.4,52.48,
ENSG00000112164.6,51.39,GLP1R
ENSG00000287580.1,34.31,
ENSG00000275612.1,36.79,
ENSG00000276668.1,43.33,
ENSG00000254707.1,37.45,
ENSG00000234338.1,49.34,
ENSG00000182722.5,47.81,SEPHS1P1
ENSG00000227892.1,45.15,OR5P4P
ENSG00000213640.3,52.62,EEF1DP4
ENSG00000166408.4,45.08,OR5P1P
ENSG00000287869.1,52.87,
ENSG00000137656.12,41.56,BUD13
ENSG00000189316.3,64.10,
ENSG00000112167.11,41.98,SAYSD1
ENSG00000205085.13,46.43,GARIN1A
ENSG00000109775.11,38.42,UFSP2
ENSG00000166225.9,37.90,FRS2
ENSG00000217165.1,36.02,ANKRD18EP
ENSG00000164626.9,51.97,KCNK5
ENSG00000161904.12,53.17,LEMD2
ENSG00000251279.3,40.73,SMIM15-AS1
ENSG00000226645.1,38.43,BUD13-DT
ENSG00000250198.5,39.35,LINC02199
ENSG00000109917.11,44.50,ZPR1
ENSG00000105419.18,56.51,MEIS3
ENSG00000245812.5,44.54,LINC02202
ENSG00000261360.3,48.12,OTULIN-DT
ENSG00000187416.13,40.01,LHFPL3
ENSG00000167508.12,59.29,MVD
ENSG00000278905.1,44.14,
ENSG00000284336.1,69.89,MIR2277
ENSG00000287180.1,37.14,
ENSG00000197258.5,49.73,EIF4BP6
ENSG00000226869.6,41.39,LHFPL3-AS1
ENSG00000249353.2,41.69,NPM1P27
ENSG00000248483.7,39.57,POU5F2
ENSG00000121957.15,38.78,GPSM2
ENSG00000272406.1,45.30,
ENSG00000175745.15,50.23,NR2F1
ENSG00000237606.2,50.11,
ENSG00000225329.3,42.60,LHFPL3-AS2
ENSG00000243352.3,56.77,RN7SL8P
ENSG00000273293.1,60.36,
ENSG00000279536.1,58.98,
ENSG00000273011.1,41.59,
ENSG00000224016.2,39.96,
ENSG00000260555.1,47.70,
ENSG00000075303.13,35.47,SLC25A40
ENSG00000286713.1,44.51,
ENSG00000285978.1,45.55,
ENSG00000169131.13,46.03,ZNF354A
ENSG00000096395.11,54.75,MLN
ENSG00000207231.1,43.86,Y_RNA
ENSG00000205129.9,37.11,C4orf47
ENSG00000287089.1,55.87,
ENSG00000249346.8,50.85,LINC01016
ENSG00000185669.6,57.19,SNAI3
ENSG00000271362.1,33.47,
ENSG00000158717.11,62.55,RNF166
ENSG00000233183.3,52.29,
ENSG00000274813.1,53.68,
ENSG00000253725.1,58.09,
ENSG00000108932.13,44.06,SLC16A6
ENSG00000278441.1,61.54,
ENSG00000006634.8,36.72,DBF4
ENSG00000178338.11,44.33,ZNF354B
ENSG00000168491.10,40.42,CCDC110
ENSG00000276824.1,50.00,MIR7159
ENSG00000221697.1,51.25,MIR1275
ENSG00000251608.2,36.70,OR12D1
ENSG00000289203.1,41.64,
ENSG00000229274.2,47.68,LINC02829
ENSG00000224582.7,58.12,LINC01015
ENSG00000006740.18,42.69,ARHGAP44
ENSG00000206624.1,46.06,RNU1-39P
ENSG00000285891.2,51.29,MSANTD5
ENSG00000220694.2,41.88,
ENSG00000242110.9,41.34,AMACR
ENSG00000189367.15,35.04,KIAA0408
ENSG00000259813.1,61.37,
ENSG00000174177.13,60.90,CTU2
ENSG00000232455.2,41.68,LARS2-AS1
ENSG00000111404.7,35.03,RERGL
ENSG00000144791.10,46.55,LIMD1
ENSG00000255330.9,38.15,
ENSG00000118160.14,52.91,SLC8A2
ENSG00000110243.12,60.22,APOA5
ENSG00000236267.1,49.50,
ENSG00000285513.1,60.65,
ENSG00000110244.7,57.66,APOA4
ENSG00000173262.12,45.10,SLC2A14
ENSG00000075142.14,39.54,SRI
ENSG00000184530.9,35.52,C6orf58
ENSG00000287896.1,56.20,
ENSG00000118162.14,53.48,KPTN
ENSG00000110245.12,56.46,APOC3
ENSG00000173585.17,43.96,CCR9
ENSG00000124493.14,56.00,GRM4
ENSG00000289791.1,42.05,
ENSG00000233110.1,40.90,SORBS2-AS1
ENSG00000235902.1,41.00,
ENSG00000207497.1,45.26,Y_RNA
ENSG00000285745.1,44.17,
ENSG00000284253.1,47.73,MIR1973
ENSG00000250272.1,52.42,TRMT112P1
ENSG00000248139.2,39.80,CUL4AP1
ENSG00000229515.1,46.44,FLT1P1
ENSG00000163823.4,46.69,CCR1
ENSG00000169851.16,35.57,PCDH7
ENSG00000236736.1,41.89,UQCRC2P1
ENSG00000121807.7,44.09,CCR2
ENSG00000118137.10,62.61,APOA1
ENSG00000121797.10,45.42,CCRL2
ENSG00000274235.1,36.86,
ENSG00000164342.14,39.22,TLR3
ENSG00000277866.1,38.44,
ENSG00000105402.8,55.43,NAPA
ENSG00000197043.15,48.98,ANXA6
ENSG00000283646.2,50.42,LINC02009
ENSG00000283473.5,42.45,FAM240A
ENSG00000288717.1,44.99,
ENSG00000173578.9,41.52,XCR1
ENSG00000288703.1,42.42,
ENSG00000183625.16,41.31,CCR3
ENSG00000235910.2,49.10,APOA1-AS
ENSG00000235089.1,50.70,
ENSG00000285179.1,34.72,
ENSG00000223026.1,43.51,RN7SKP247
ENSG00000225721.5,49.71,
ENSG00000154556.20,40.39,SORBS2
ENSG00000188396.4,63.13,DYNLT4
ENSG00000160584.17,40.48,SIK3
ENSG00000202167.1,65.66,RNU1-114P
ENSG00000207349.1,51.83,RNVU1-17
ENSG00000252826.1,46.67,RNVU1-23
ENSG00000206737.1,54.27,RNVU1-18
ENSG00000223779.6,41.88,
ENSG00000242352.2,41.82,FAM91A3P
ENSG00000254003.1,39.38,SRI-AS1
ENSG00000270962.1,55.07,
ENSG00000263590.2,53.06,LINC02591
ENSG00000228113.7,38.14,
ENSG00000252105.1,51.37,RNU1-143P
ENSG00000233430.3,43.44,PDE4DIPP3
ENSG00000237503.2,47.30,
ENSG00000265531.3,41.82,FCGR1CP
ENSG00000230186.3,43.40,
ENSG00000268074.1,40.87,RPL22P5
ENSG00000270872.2,42.25,SRGAP2D
ENSG00000288724.1,39.32,
ENSG00000276674.1,49.68,IGKV1OR1-1
ENSG00000012223.13,46.95,LTF
ENSG00000127954.13,37.87,STEAP4
ENSG00000278341.1,58.57,
ENSG00000284585.1,71.67,MIR4722
ENSG00000260121.1,59.19,
ENSG00000224888.4,64.85,
ENSG00000082482.14,36.37,KCNK2
ENSG00000260617.1,64.86,
ENSG00000182376.2,64.29,
ENSG00000242430.3,54.04,RN7SL274P
ENSG00000103429.11,46.01,BFAR
ENSG00000279861.1,58.71,
ENSG00000118156.13,48.41,ZNF541
ENSG00000174238.16,49.87,PITPNA
ENSG00000008277.15,37.29,ADAM22
ENSG00000276588.1,55.85,RN7SL322P
ENSG00000179168.15,64.94,GGN
ENSG00000238964.1,35.48,RNU7-125P
ENSG00000069764.10,47.68,PLA2G10
ENSG00000261523.1,47.62,
ENSG00000224712.13,45.90,NPIPA3
ENSG00000267090.1,70.19,
ENSG00000188766.13,56.25,SPRED3
ENSG00000188897.10,50.71,
ENSG00000214702.6,59.66,COMMD4P2
ENSG00000167178.17,50.88,ISLR2
ENSG00000189190.11,44.82,ZNF600
ENSG00000271231.1,56.00,KRT18P9
ENSG00000214810.4,48.25,CYCSP55
ENSG00000288879.2,60.24,
ENSG00000276404.1,46.88,MIR6835
ENSG00000186577.14,60.12,SMIM29
ENSG00000182986.15,43.61,ZNF320
ENSG00000159753.15,62.83,CARMIL2
ENSG00000116747.13,35.95,RO60
ENSG00000091536.20,55.19,MYO15A
ENSG00000268480.4,48.85,NFILZ
ENSG00000248540.3,56.32,
ENSG00000261543.1,48.74,
ENSG00000278348.1,53.02,Metazoa_SRP
ENSG00000129009.13,61.05,ISLR
ENSG00000179846.11,61.47,NKPD1
ENSG00000228674.4,49.29,PPIAP59
ENSG00000225339.4,46.30,
ENSG00000249201.2,58.06,TERLR1
ENSG00000167754.13,50.94,KLK5
ENSG00000220583.1,57.02,RPL35P2
ENSG00000272325.2,42.12,NUDT3
ENSG00000076108.12,48.64,BAZ2A
ENSG00000174358.16,59.82,SLC6A19
ENSG00000137868.19,55.21,STRA6
ENSG00000137309.21,57.83,HMGA1
ENSG00000102879.17,64.42,CORO1A
ENSG00000164363.10,58.28,SLC6A18
ENSG00000200537.1,39.58,RNY4P6
ENSG00000234268.1,49.02,
ENSG00000224077.1,45.47,
ENSG00000225236.1,45.46,
ENSG00000184478.8,38.62,OR56A3
ENSG00000184698.5,38.94,OR51M1
ENSG00000270362.2,42.30,HMGN3-AS1
ENSG00000220154.2,43.96,
ENSG00000201464.1,38.46,Y_RNA
ENSG00000286042.1,50.52,LCAL1
ENSG00000217786.1,40.94,
ENSG00000269495.1,51.75,
ENSG00000187918.6,40.18,OR51I2
ENSG00000118418.15,38.64,HMGN3
ENSG00000167755.15,53.29,KLK6
ENSG00000168000.16,51.35,BSCL2
ENSG00000287486.1,60.54,
ENSG00000164362.21,58.47,TERT
ENSG00000214338.11,39.48,SOGA3
ENSG00000146216.14,56.24,TTBK1
ENSG00000279676.1,51.28,
ENSG00000169035.12,55.80,KLK7
ENSG00000220347.1,52.84,H3P28
ENSG00000271265.1,36.10,
ENSG00000271551.2,61.08,
ENSG00000271899.1,85.19,MIR4466
ENSG00000270487.1,42.64,
ENSG00000218596.2,47.63,
ENSG00000288910.1,39.64,
ENSG00000233044.1,40.68,
ENSG00000139211.7,44.65,AMIGO2
ENSG00000049618.25,40.89,ARID1B
ENSG00000118729.12,43.21,CASQ2
ENSG00000198178.11,45.16,CLEC4C
ENSG00000181963.5,52.11,OR52K2
ENSG00000134207.17,48.57,SYT6
ENSG00000163825.5,51.86,RTP3
ENSG00000196778.4,39.88,OR52K1
ENSG00000226616.1,50.78,OR52M2P
ENSG00000182791.5,55.16,CCDC87
ENSG00000163827.14,43.18,LRRC2
ENSG00000173992.9,51.29,CCS
ENSG00000179134.16,49.80,SAMD4B
ENSG00000263670.1,42.65,MIR4457
ENSG00000049656.14,56.18,CLPTM1L
ENSG00000125734.16,60.34,GPR108
ENSG00000139220.17,34.50,PPFIA2
ENSG00000288718.1,44.51,
ENSG00000158805.12,56.56,ZNF276
ENSG00000163467.12,46.44,TSACC
ENSG00000163703.20,51.65,CRELD1
ENSG00000199325.1,45.67,RNU4-39P
ENSG00000239306.5,49.61,RBM14
ENSG00000248643.5,47.43,RBM14-RBM4
ENSG00000258890.8,40.61,CEP95
ENSG00000173933.21,44.81,RBM4
ENSG00000207075.1,44.44,Y_RNA
ENSG00000239532.1,44.77,
ENSG00000243710.8,43.99,CFAP57
ENSG00000169299.14,39.89,PGM2
ENSG00000167513.9,65.30,CDT1
ENSG00000173914.12,43.82,RBM4B
ENSG00000063015.21,54.21,SEZ6
ENSG00000239553.3,54.14,RN7SL12P
ENSG00000213409.4,53.33,C1QBPP2
ENSG00000198931.11,64.29,APRT
ENSG00000254984.1,49.53,FTLP6
ENSG00000287962.1,36.85,
ENSG00000255372.1,43.99,
ENSG00000199260.1,42.86,RNU6-874P
ENSG00000255259.2,47.07,ZNF123P
ENSG00000134909.19,36.86,ARHGAP32
ENSG00000254415.4,47.82,SIGLEC14
ENSG00000279386.1,42.00,
ENSG00000117395.13,44.38,EBNA1BP2
ENSG00000249863.2,44.64,
ENSG00000223638.4,42.13,RFPL4A
ENSG00000251332.1,51.13,PSME2P4
ENSG00000286388.1,54.47,
ENSG00000105261.8,56.44,OVOL3
ENSG00000249649.1,45.03,MRPS33P2
ENSG00000250584.4,50.21,LINC01511
ENSG00000126251.7,60.42,GPR42
ENSG00000287659.1,48.29,
ENSG00000251642.1,49.20,
ENSG00000099625.14,70.01,CBARP
ENSG00000248951.2,38.71,MTCO2P32
ENSG00000250254.2,42.68,PTTG2
ENSG00000279908.1,55.86,
ENSG00000141012.13,60.17,GALNS
ENSG00000135605.13,40.43,TEC
ENSG00000142319.18,54.61,SLC6A3
ENSG00000116874.12,38.10,WARS2
ENSG00000213793.6,45.65,ZNF888
ENSG00000065600.13,44.57,PACC1
ENSG00000170909.14,53.07,OSCAR
ENSG00000140481.15,53.68,CCDC33
ENSG00000068097.16,40.88,HEATR6
ENSG00000009780.16,43.38,FAM76A
ENSG00000280309.1,55.90,
ENSG00000233138.1,39.10,
ENSG00000261384.1,57.13,
ENSG00000277749.1,56.70,
ENSG00000010818.11,38.72,HIVEP2
ENSG00000140459.18,47.58,CYP11A1
ENSG00000153395.10,56.13,LPCAT1
ENSG00000074966.11,39.46,TXK
ENSG00000129993.15,60.67,CBFA2T3
ENSG00000189129.14,50.35,PLAC9
ENSG00000225948.2,41.70,LINC02648
ENSG00000285743.1,42.65,
ENSG00000223784.2,44.16,LINP1
ENSG00000289892.1,47.99,
ENSG00000285988.1,41.69,
ENSG00000281186.2,43.69,LINC00706
ENSG00000130244.13,54.97,FAM98C
ENSG00000238266.3,40.63,LINC00707
ENSG00000237851.1,35.53,
ENSG00000232618.2,42.23,HIVEP2-DT
ENSG00000260266.1,43.10,PPIAP46
ENSG00000285845.1,40.17,
ENSG00000229017.7,38.18,LINC01277
ENSG00000261821.2,50.98,
ENSG00000287277.1,40.78,
ENSG00000200999.1,42.50,
ENSG00000273742.1,64.21,MIR6075
ENSG00000251532.1,51.51,
ENSG00000274937.1,51.56,
ENSG00000277718.1,57.34,LINC02255
ENSG00000254335.1,46.44,CDH12P1
ENSG00000109689.20,36.60,STIM2
ENSG00000138623.10,57.81,SEMA7A
ENSG00000172058.16,43.61,SERF1A
ENSG00000227192.1,36.76,
ENSG00000225752.1,35.71,
ENSG00000291288.1,45.31,
ENSG00000287939.1,40.71,
ENSG00000289280.2,41.81,
ENSG00000219669.1,40.27,BECN1P2
ENSG00000249456.1,41.76,
ENSG00000221345.2,45.07,U3
ENSG00000234753.7,50.55,FOXP4-AS1
ENSG00000019995.6,39.68,ZRANB1
ENSG00000146049.2,51.84,KAAG1
ENSG00000280707.3,43.85,HPAT5
ENSG00000226899.1,44.43,
ENSG00000175029.17,50.11,CTBP2
ENSG00000161888.12,53.53,SPC24
ENSG00000259881.1,64.72,
ENSG00000131018.25,38.41,SYNE1
ENSG00000261226.1,61.68,
ENSG00000205018.2,56.42,
ENSG00000023572.10,39.59,GLRX2
ENSG00000172062.17,42.22,SMN1
ENSG00000167515.11,58.39,TRAPPC2L
ENSG00000008294.22,40.00,SPAG9
ENSG00000171714.13,36.43,ANO5
ENSG00000167749.12,55.26,KLK4
ENSG00000277391.1,55.26,MIR6881
