gene_id,gene_name,gc_content
ENSG00000283410.1,PRAMEF35P,51.9
ENSG00000283370.2,HNRNPCL2,46.09
ENSG00000283216.1,PRAMEF26,48.32
ENSG00000283231.3,HNRNPCL4,48.64
ENSG00000283139.1,PRAMEF9,48.13
ENSG00000283565.1,PRAMEF31P,50.61
ENSG00000283150.1,PRAMEF5,47.59
ENSG00000283650.1,PRAMEF32P,49.07
ENSG00000283387.1,PRAMEF8,49.88
ENSG00000283488.2,PRAMEF33,47.9
ENSG00000282862.1,RPS21P1,51.42
ENSG00000282880.4,B3GALNT2,40.22
ENSG00000282918.1,MTCYBP14,40.14
ENSG00000283066.1,MTND6P14,41.95
ENSG00000283014.1,MTND5P19,41.14
ENSG00000282824.1,MTND4P10,39.18
ENSG00000282857.1,MTND4LP21,39.66
ENSG00000283116.1,MTND3P8,43.66
ENSG00000282999.1,MTCO3P46,44.4
ENSG00000284338.2,LINC02785,40.15
ENSG00000284468.3,SLC25A24,39.44
ENSG00000284110.1,ST13P21,43.53
ENSG00000285390.2,ATP5IF1,44.37
ENSG00000285069.2,SESN2,50.07
ENSG00000284944.2,MED18,46.05
ENSG00000284996.1,RPL31P12,43.02
ENSG00000275617.1,OR2T4,49.67
ENSG00000278659.1,OR2T6,50.27
ENSG00000273508.1,OR2T1,47.3
ENSG00000281489.1,OR2T7,53.18
ENSG00000275754.2,OR2T2,52.92
ENSG00000277113.2,OR2T3,53.5
ENSG00000275102.2,OR2T5,50.84
ENSG00000280815.1,OR2AS2P,46.73
ENSG00000280641.2,CDH4,56.24
ENSG00000280529.2,TAF4,51.47
ENSG00000277044.3,OPRL1,60.52
ENSG00000277339.2,NPBWR2,62.65
ENSG00000276876.4,MYT1,54.58
ENSG00000280663.4,PCMTD2,44.58
ENSG00000281151.2,KCNQ2,61.54
ENSG00000281651.1,KCNQ2-AS1,59.58
ENSG00000262510.2,LINC00308,37.38
ENSG00000262704.1,RNU4-45P,42.55
ENSG00000263141.5,PAXBP1,50.76
ENSG00000263140.5,C21orf62-AS1,41.07
ENSG00000262938.6,C21orf62,44.04
ENSG00000262795.5,IFNGR2,44.05
ENSG00000263160.6,TMEM50B,43.27
ENSG00000262148.1,RPS5P3,54.87
ENSG00000262911.5,DNAJC28,44.59
ENSG00000262473.5,GART,43.27
ENSG00000281775.2,FTCD,59.68
ENSG00000280541.1,FTCD-AS1,61.41
ENSG00000274679.4,SPATC1L,51.49
ENSG00000281289.2,LSS,53.38
ENSG00000281484.2,BTG3,40.74
ENSG00000281317.1,BTG3-AS1,41.93
ENSG00000280681.1,NEK4P1,40.27
ENSG00000272901.5,SMDT1,45.6
ENSG00000272765.2,NDUFA6,48.79
ENSG00000273616.4,NDUFA6-DT,45.11
ENSG00000272813.1,OLA1P1,39.11
ENSG00000262055.1,CYP2D8P,60.93
ENSG00000262024.6,TCF20,46.13
ENSG00000262156.4,APOBEC3A,55.25
ENSG00000262679.1,APOBEC3B-AS1,53.45
ENSG00000281145.1,IGLV5-45,53.46
ENSG00000274854.2,IGLV1-44,56.45
ENSG00000278293.2,IGLV7-43,53.39
ENSG00000281361.1,IGLVI-42,57
ENSG00000281074.1,IGLVVII-41-1,54.97
ENSG00000281565.1,IGLV1-41,57.28
ENSG00000274575.2,IGLV1-40,58.8
ENSG00000281502.1,ASH2LP1,41.12
ENSG00000280941.1,IGLVI-38,55.06
ENSG00000281471.1,IGLV5-37,54.03
ENSG00000273737.3,IGLV1-36,56.1
ENSG00000280825.1,IGLV7-35,52.33
ENSG00000277421.3,ZNF280B,41.55
ENSG00000275499.2,ZNF280A,42.95
ENSG00000275013.4,PRAME,50.06
ENSG00000281296.1,LL22NC03-63E9.3,46.45
ENSG00000281055.1,IGLV2-34,57.8
ENSG00000281345.1,IGLV2-33,55.99
ENSG00000280866.1,IGLV3-32,57.28
ENSG00000281493.1,IGLV3-31,54.92
ENSG00000281031.1,IGLV3-30,57.6
ENSG00000280782.1,MRPS16P3,51.87
ENSG00000277390.1,APOL5,47.72
ENSG00000277564.4,RBFOX2,39.05
ENSG00000274665.3,PVALB,51.49
ENSG00000281093.1,NCF4-AS1,51.38
ENSG00000275990.3,NCF4,53.23
ENSG00000280986.1,LINC01659,60.01
ENSG00000274657.2,FAM230I,41.16
ENSG00000281077.1,LINC02557,58.61
ENSG00000273579.3,C22orf15,58.2
ENSG00000273607.3,CHCHD10,64.1
ENSG00000275365.3,MMP11,57.83
ENSG00000275837.3,SMARCB1,50.77
ENSG00000274437.4,DERL3,61.13
ENSG00000275744.4,SLC2A11,50.84
ENSG00000277187.1,RN7SL268P,54.7
ENSG00000276701.2,MIF,69.2
ENSG00000281335.1,MIF-AS1,59.69
ENSG00000278695.1,GSTT2B,57.46
ENSG00000275758.2,DDTL,51.61
ENSG00000275003.3,DDT,54.24
ENSG00000277897.2,GSTT2,57.46
ENSG00000281748.3,GSTT4,53.37
ENSG00000277656.3,GSTT1,52.24
ENSG00000281670.1,CABIN1,67.78
ENSG00000272835.3,SMDT1,48.41
ENSG00000273397.4,NDUFA6,48.79
ENSG00000280613.2,NDUFA6-DT,50.21
ENSG00000273194.3,OLA1P1,39.11
ENSG00000274112.2,SMDT1,48.41
ENSG00000277365.3,NDUFA6,48.79
ENSG00000280811.2,NDUFA6-DT,48.31
ENSG00000278846.2,OLA1P1,39.11
ENSG00000275211.4,CYP2D6,62.68
ENSG00000273785.2,CYP2D8P,60.96
ENSG00000276461.4,TCF20,46.13
ENSG00000281013.4,NDUFA6,48.63
ENSG00000280714.1,OLA1P1,39.11
ENSG00000281004.1,CYP2D8P,60.94
ENSG00000280905.4,CYP2D6,62.72
ENSG00000281436.1,CYP2D8P,61.02
ENSG00000283032.1,OLA1P1,39.11
ENSG00000282884.1,CYP2D8P,60.97
ENSG00000282919.1,OLA1P1,39.11
ENSG00000282966.3,CYP2D6,62.72
ENSG00000282926.1,CYP2D8P,60.92
ENSG00000283284.3,CYP2D6,62.72
ENSG00000283628.1,CYP2D8P,61
ENSG00000274891.3,TRAPPC12,48
ENSG00000280830.1,ADI1,45.5
ENSG00000280980.1,LINC01880,45.15
ENSG00000277354.1,CRIM1,74.36
ENSG00000279215.1,CRIM1-DT,43.51
ENSG00000278476.1,RPL21P36,44.24
ENSG00000281668.1,IGKV1OR2-118,49.47
ENSG00000275326.4,NOSTRIN,41.08
ENSG00000277909.4,SPC25,39.48
ENSG00000278373.4,G6PC2,37.37
ENSG00000276582.1,ABCB11,39.4
ENSG00000280943.1,LINC01880,45.15
ENSG00000281078.1,IGKV1D-8,50.15
ENSG00000275777.3,IGKV3D-7,49.02
ENSG00000280572.1,IGKV1OR2-118,49.47
ENSG00000276734.4,KIF5C,43.07
ENSG00000281486.1,SNTG2,44.83
ENSG00000276126.3,GAL3ST2,63.31
ENSG00000277926.4,NEU4,65.6
ENSG00000276977.3,PDCD1,63.14
ENSG00000277949.2,RTP5,65.65
ENSG00000280686.2,LINC01237,52.97
ENSG00000281553.2,FAM240C,60.05
ENSG00000281848.1,TOMM40P4,62.8
ENSG00000274362.1,CDRT15P3,56.15
ENSG00000281020.2,SNTG2,42.3
ENSG00000283134.1,PPIAP68,54.22
ENSG00000283510.2,INO80D,40.81
ENSG00000283641.1,RPL27P8,46.14
ENSG00000283447.2,NDUFS1,40.76
ENSG00000283168.1,GCSHP3,47.83
ENSG00000283391.2,EEF1B2,45.25
ENSG00000283482.1,SNORA41,42.42
ENSG00000283357.1,HMGN1P6,44.33
ENSG00000283649.4,ZDBF2,37.54
ENSG00000283169.1,ACER2P1,52.73
ENSG00000283305.1,HNRNPA1P51,46.78
ENSG00000284963.1,SLC6A14P3,37.23
ENSG00000285055.1,RPL9P14,43.61
ENSG00000285271.1,RPL12P17,48.39
ENSG00000285434.2,CRYGD,37.73
ENSG00000285011.2,CRYGC,42.26
ENSG00000266381.2,Metazoa_SRP,56.04
ENSG00000266576.1,MARK2P14,54.22
ENSG00000265773.1,NUP210P2,51.26
ENSG00000279643.3,TAMM41,42.9
ENSG00000262411.1,LINC02066,37.05
ENSG00000261846.2,AADACL2,35.43
ENSG00000262466.5,AADACL2-AS1,35.59
ENSG00000282953.1,MUC20-OT1,48.33
ENSG00000281334.1,SDHAP2,47.52
ENSG00000276583.4,MUC20,50.62
ENSG00000277585.5,MUC4,54.11
ENSG00000281763.2,DHX36,34.84
ENSG00000277101.4,ARHGEF26,38.95
ENSG00000281157.2,ARHGEF26-AS1,44.32
ENSG00000275544.4,BDH1,51.24
ENSG00000273822.5,MUC4,56.06
ENSG00000280993.2,MUC20-OT1,49.85
ENSG00000274843.3,MUC20,50.24
ENSG00000280909.1,SDHAP2,47.52
ENSG00000284804.2,LINC02025,37.23
ENSG00000278468.3,MUC4,56.37
ENSG00000278114.4,MUC20,50.62
ENSG00000281794.2,MUC20-OT1,48.33
ENSG00000281237.1,SDHAP2,47.52
ENSG00000288306.1,OR7E55P,48.49
ENSG00000288439.1,LSP1P2,63.91
ENSG00000288161.1,ALG1L6P,53.77
ENSG00000288323.1,FAM86DP,52.79
ENSG00000288312.1,LINC02018,44.97
ENSG00000288471.1,ENPP7P2,46.07
ENSG00000288200.1,SNRPCP10,59.05
ENSG00000288476.1,RPS3AP15,39.18
ENSG00000281738.1,LINC01839,47.31
ENSG00000281250.1,LINC02054,44.9
ENSG00000278303.4,MUC4,56.06
ENSG00000281603.2,MUC20-OT1,49.88
ENSG00000277753.3,MUC20,50.24
ENSG00000280521.1,SDHAP2,47.52
ENSG00000284925.2,GCSAM,40.8
ENSG00000285293.1,TBILA,42.54
ENSG00000285044.2,SLC9C1,37.44
ENSG00000280512.2,MUC20-OT1,48.33
ENSG00000280912.1,SDHAP2,47.52
ENSG00000275501.4,MUC20,50.62
ENSG00000275164.3,MUC4,53.82
ENSG00000273984.4,MUC4,56.06
ENSG00000281630.2,MUC20,50.26
ENSG00000281915.2,MUC20-OT1,48.13
ENSG00000281418.1,SDHAP2,47.52
ENSG00000285406.1,MIR4789,37.8
ENSG00000276613.4,MUC4,56.06
ENSG00000275430.3,MUC20,50.27
ENSG00000281060.2,MUC20-OT1,48.22
ENSG00000281687.1,SDHAP2,47.52
ENSG00000284869.2,EEFSEC,47.88
ENSG00000278747.1,U6,39.42
ENSG00000274706.1,RNU6-821P,42.99
ENSG00000283630.2,FRG1,35.88
ENSG00000283397.1,MLLT10P2,43.78
ENSG00000283655.1,TUBB7P,60.83
ENSG00000283184.1,DUX4L9,71.64
ENSG00000285202.1,FRG2,44.31
ENSG00000283250.1,RARRES2P4,68.8
ENSG00000283570.1,DUX4L8,73.25
ENSG00000283834.3,DUX4L2,73.25
ENSG00000284227.3,DCHS2,37.99
ENSG00000262635.5,TDO2,36.51
ENSG00000263238.1,CTSO,38.31
ENSG00000281758.1,KCNIP4,36.92
ENSG00000275272.4,YTHDC1,35.4
ENSG00000278061.2,MT2P1,61.2
ENSG00000274058.3,TMPRSS11E,36.74
ENSG00000281547.1,UGT2B29P,33.2
ENSG00000277132.2,UGT2B15,34.92
ENSG00000275190.3,UGT2B10,33.01
ENSG00000278216.3,UGT2A3,34.06
ENSG00000281308.1,UGT2B27P,32.05
ENSG00000276052.1,RNU1-51P,46.02
ENSG00000280716.1,FRG1-DT,42.86
ENSG00000281830.1,LINC01596,38.88
ENSG00000281800.1,ICE2P1,40.94
ENSG00000281580.2,LINC01060,40.09
ENSG00000277908.1,RNU1-51P,46.02
ENSG00000281543.2,FRG1-DT,41.89
ENSG00000281015.1,LINC01596,38.88
ENSG00000275145.3,FRG1,35.99
ENSG00000173876.10,TUBB7P,60.83
ENSG00000277584.1,5S_rRNA,61.86
ENSG00000275999.1,5S_rRNA,57.98
ENSG00000276616.2,DUX4L9,71.8
ENSG00000274972.3,FRG2,44.2
ENSG00000281610.1,HSP90AA4P,41.29
ENSG00000280513.1,LINC01262,42
ENSG00000274208.1,U1,46.02
ENSG00000281787.1,FRG1-DT,42.5
ENSG00000281377.1,LINC01596,38.88
ENSG00000282891.4,STATH,32.03
ENSG00000282967.4,HTN3,32.35
ENSG00000283046.4,HTN1,32.73
ENSG00000283090.1,CSN1S2AP,32.82
ENSG00000282868.2,PRR27,33.35
ENSG00000273954.1,LINC01194,33.62
ENSG00000280638.1,CDH12P2,46.36
ENSG00000277429.4,SERF1B,43.63
ENSG00000273772.4,SMN2,42.25
ENSG00000275581.4,SERF1A,43.59
ENSG00000275349.4,SMN1,42.27
ENSG00000276068.4,NAIP,43.19
ENSG00000276910.4,GTF2H2,38.45
ENSG00000281321.1,LINC02197,36.15
ENSG00000274803.4,BDP1,39.84
ENSG00000281742.2,MCCC2,43.43
ENSG00000262922.1,RNU6-164P,39.81
ENSG00000274882.4,LINC02109,34.93
ENSG00000278461.4,MRPS36,42.55
ENSG00000277273.5,CDK7,40.47
ENSG00000277868.4,CCDC125,43.78
ENSG00000275282.1,CFL1P5,51.2
ENSG00000275346.1,CHCHD2P2,64.17
ENSG00000279830.1,NDUFB9P1,49.8
ENSG00000279247.3,AK6,41.65
ENSG00000276463.4,TAF9,44.8
ENSG00000276618.4,RAD17,39.61
ENSG00000274671.4,MARVELD2,43.28
ENSG00000274567.1,RPS27P14,46.85
ENSG00000275420.1,Metazoa_SRP,52.79
ENSG00000273814.4,OCLN,43.02
ENSG00000277139.1,U6,39.05
ENSG00000275045.4,GTF2H2,38.32
ENSG00000278613.4,NAIP,43.19
ENSG00000277773.4,SMN2,42.21
ENSG00000278839.4,SERF1B,43.59
ENSG00000274675.4,GTF2H2C_2,38.23
ENSG00000277219.1,NAIPP4,42.46
ENSG00000273935.1,CDH12P4,46.44
ENSG00000275192.1,LINC02197,36.14
ENSG00000273873.4,BDP1,39.84
ENSG00000274138.1,HMGN1P12,44.62
ENSG00000275300.4,MCCC2,43.41
ENSG00000274681.2,SUDS3P1,50.93
ENSG00000280635.1,PROP1,53.75
ENSG00000275079.3,LPCAT1,55.33
ENSG00000276996.2,SLC6A3,56.31
ENSG00000281736.1,LINC01511,48.86
ENSG00000281511.1,MTCO2P32,38.71
ENSG00000274811.3,CLPTM1L,56.41
ENSG00000281351.1,SUDS3P1,50.78
ENSG00000274382.2,PROP1,54.55
ENSG00000276920.4,NKD2,61.56
ENSG00000276482.3,SLC12A7,61.96
ENSG00000276134.1,RN7SKP117,53.41
ENSG00000280688.1,CEP72,50.51
ENSG00000281861.1,SLC9A3,75.57
ENSG00000281690.2,ADAMTS12,40.59
ENSG00000277091.1,U6,42.99
ENSG00000277069.2,RXFP3,63.88
ENSG00000281919.2,SLC45A2,41.45
ENSG00000276187.4,ERMARD,43.29
ENSG00000280868.1,LINC00242,46.61
ENSG00000281305.1,LINC00574,47.53
ENSG00000280592.2,LINC01624,50.85
ENSG00000275555.2,DLL1,53.53
ENSG00000275333.4,FAM120B,46.1
ENSG00000281184.1,PSMB1,38.1
ENSG00000280737.1,LINC02549,34.69
ENSG00000281567.1,SLC25A51P1,43.51
ENSG00000277364.2,ADH5P4,45.86
ENSG00000281270.1,LINC02536,35.99
ENSG00000275122.4,THEMIS,35.12
ENSG00000281841.1,MRPS17P5,32.27
ENSG00000273993.4,PTPRK,35.4
ENSG00000280612.1,PTPRK-AS1,34.91
ENSG00000280557.1,GNG5P1,44.12
ENSG00000272603.1,NOP56P1,46.77
ENSG00000272857.1,LINC01623,43.08
ENSG00000272613.1,RPL13P,56.8
ENSG00000236614.1,ZNF90P2,38.6
ENSG00000234411.1,HCG14,51.58
ENSG00000234495.7,TRIM27,44.66
ENSG00000264025.1,U6,41
ENSG00000224642.2,HCG15,49.3
ENSG00000225351.4,ZNF311,41
ENSG00000236070.1,OR2AD1P,40.41
ENSG00000226463.1,OR2W1,41.15
ENSG00000233054.3,OR2B3,43
ENSG00000234305.1,OR2J1,45.26
ENSG00000226271.1,OR2J3,45.62
ENSG00000225550.4,OR2J2,42.14
ENSG00000230754.1,OR2U2P,42.81
ENSG00000236927.4,OR14J1,45.55
ENSG00000242289.1,OR5V1,37.32
ENSG00000232289.8,OR11A1,39.1
ENSG00000230505.4,OR10C1,50.06
ENSG00000229181.1,OR12D3,44.21
ENSG00000229125.8,OR2H1,41.35
ENSG00000237421.1,UBDP1,41.01
ENSG00000229136.1,MAS1LP1,52.82
ENSG00000234954.3,MAS1L,49.78
ENSG00000232974.3,RPS17P1,50.25
ENSG00000224753.1,LINC02829,47.65
ENSG00000235788.5,LINC01015,57.51
ENSG00000227576.1,GPR53P,52.68
ENSG00000226896.2,OR2I1P,66.77
ENSG00000226898.2,UBD,43.52
ENSG00000232569.8,GABBR1,44.88
ENSG00000229469.2,OR2H5P,53.56
ENSG00000225305.2,TMEM183AP1,55.17
ENSG00000265634.1,SNORD32B,50
ENSG00000224053.1,RPL13AP,51.54
ENSG00000224319.4,OR2H2,49.81
ENSG00000236971.3,SUMO2P1,45.42
ENSG00000234096.9,MOG,45.71
ENSG00000227858.1,ZFP57,52.53
ENSG00000236225.1,HCG4,63.38
ENSG00000260538.1,HLA-P,54.08
ENSG00000237554.4,RPL7AP7,49.69
ENSG00000235714.1,MICG,62.12
ENSG00000276051.4,HLA-G,56.24
ENSG00000277480.1,HCG4P8,65.14
ENSG00000229215.9,HLA-A,46.83
ENSG00000231904.3,HLA-H,60.67
ENSG00000232988.1,HLA-T,51.94
ENSG00000235697.1,DDX39BP1,49.86
ENSG00000224538.1,MCCD1P1,56.55
ENSG00000231287.2,HCG4B,63.27
ENSG00000233964.2,HLA-K,58.42
ENSG00000227366.1,HLA-U,63.44
ENSG00000235144.1,HLA-W,53.27
ENSG00000235809.1,DDX39BP2,49.12
ENSG00000236203.1,MCCD1P2,57.4
ENSG00000236598.6,ZNRD1ASP,41.66
ENSG00000235372.1,ETF1P1,42.99
ENSG00000235443.6,POLR1H,41.5
ENSG00000233314.6,PPP1R11,49.13
ENSG00000236967.8,RNF39,56.24
ENSG00000224542.7,TRIM31,48.16
ENSG00000235722.1,TRIM31-AS1,44.33
ENSG00000224496.7,TRIM40,42.65
ENSG00000237703.8,TRIM10,45.76
ENSG00000235259.8,TRIM15,47.12
ENSG00000228881.7,TRIM26,46.88
ENSG00000236798.1,PAIP1P1,45.07
ENSG00000236729.6,HCG17,41.23
ENSG00000249434.1,TRIM26BP,41.99
ENSG00000235727.7,HCG18,42.62
ENSG00000230308.10,TRIM39,44.32
ENSG00000241779.6,RPP21,44.79
ENSG00000232232.1,HLA-N,55.56
ENSG00000223560.1,UBQLN1P1,41.75
ENSG00000236727.1,MICC,56.33
ENSG00000225382.1,LINC02569,50.56
ENSG00000206412.6,GNL1,47.6
ENSG00000227222.7,DHX16,49.96
ENSG00000230341.8,PPP1R18,56.1
ENSG00000228854.8,NRM,55.1
ENSG00000236100.1,RPL7P4,41.23
ENSG00000234012.9,MDC1,48.86
ENSG00000231860.1,MDC1-AS1,50.88
ENSG00000224156.10,TUBB,53.06
ENSG00000223654.3,FLOT1,48.84
ENSG00000229767.9,DDR1,50.01
ENSG00000231350.5,MUC21,50.07
ENSG00000228147.6,HCG22,48.4
ENSG00000231179.9,MICB,49.65
ENSG00000266548.1,Y_RNA,40.2
ENSG00000230616.4,PPIAP9,49.01
ENSG00000233965.1,RPL15P4,50
ENSG00000225228.2,MCCD1,57.45
ENSG00000237889.11,DDX39B,46.65
ENSG00000265849.1,SNORD117,44.74
ENSG00000228978.2,TNF,52.47
ENSG00000231314.7,LTB,61.79
ENSG00000235915.8,LST1,55.49
ENSG00000236315.6,NCR3,51.85
ENSG00000238126.1,UQCRHP1,48.18
ENSG00000233345.9,MSH5,51.49
ENSG00000266231.1,U6,46.6
ENSG00000264619.6,MSH5-SAPCD1,52.43
ENSG00000227861.9,SAPCD1,53.77
ENSG00000236912.1,SAPCD1-AS1,50.2
ENSG00000238203.8,VWA7,54.44
ENSG00000231116.9,VARS1,53.81
ENSG00000264393.1,Y_RNA,46.07
ENSG00000224979.6,LSM2,48.12
ENSG00000226704.6,HSPA1L,48.67
ENSG00000235941.5,HSPA1A,59.77
ENSG00000232804.5,HSPA1B,58.85
ENSG00000234728.9,SNHG32,48.85
ENSG00000263864.1,SNORD48,57.14
ENSG00000266300.1,SNORD52,43.28
ENSG00000228691.6,NEU1,52.86
ENSG00000235336.8,SLC44A4,53.62
ENSG00000232045.7,EHMT2,53.78
ENSG00000229341.2,TNXB,54.67
ENSG00000266653.1,5S_rRNA,50.41
ENSG00000238056.9,PRRT1,58.63
ENSG00000236649.10,PPT2,52.93
ENSG00000240389.5,EGFL8,55.92
ENSG00000236873.9,AGPAT1,50.58
ENSG00000223767.5,RNF5,51.48
ENSG00000231268.9,AGER,56.6
ENSG00000225987.7,PBX2,55
ENSG00000237052.7,GPSM3,52.73
ENSG00000238196.5,NOTCH4,54.34
ENSG00000236672.6,TSBP1,38.4
ENSG00000234216.1,HNRNPA1P2,46.15
ENSG00000266435.1,U6,41.12
ENSG00000235135.1,TSBP1-AS1,37.52
ENSG00000226127.7,BTNL2,42.05
ENSG00000227384.2,HLA-DRB9,40.78
ENSG00000264998.1,U1,46.31
ENSG00000230463.2,HLA-DRB3,42.5
ENSG00000226343.1,HLA-DQB3,48.61
ENSG00000233192.7,HLA-DQA2,43.04
ENSG00000230675.9,HLA-DQB2,47.38
ENSG00000243612.5,HLA-DOB,45.08
ENSG00000225967.9,TAP2,43.8
ENSG00000230669.6,PSMB8,50.51
ENSG00000233089.6,PSMB8-AS1,52.24
ENSG00000242711.8,PSMB9,42.85
ENSG00000227816.4,TAP1,50.44
ENSG00000234642.8,PPP1R2P1,45.35
ENSG00000237334.1,HLA-Z,53.33
ENSG00000242092.8,HLA-DMB,45
ENSG00000242361.7,HLA-DMA,50.34
ENSG00000235844.8,HLA-DPA1,42.72
ENSG00000236693.11,HLA-DPB1,48.05
ENSG00000231580.1,RPL32P1,47.32
ENSG00000234260.1,HLA-DPA2,47.84
ENSG00000227577.1,COL11A2P1,49.48
ENSG00000231895.1,HLA-DPA3,46.46
ENSG00000217281.4,LYPLA2P1,58.05
ENSG00000281185.1,GPX6,50.03
ENSG00000257770.5,GPX5,40.87
ENSG00000248496.3,ZBED9,39.27
ENSG00000249032.1,LINC00533,41.23
ENSG00000249814.1,RPSAP2,50.23
ENSG00000230574.1,NOP56P1,47.04
ENSG00000227966.1,LINC01623,42.76
ENSG00000226714.1,RPL13P,56.8
ENSG00000235184.1,ZNF90P2,38.88
ENSG00000230004.1,HCG14,51.83
ENSG00000237071.7,TRIM27,44.71
ENSG00000263937.1,U6,41
ENSG00000237634.1,LINC01556,48.11
ENSG00000233505.1,KRT18P1,58.15
ENSG00000263419.2,Metazoa_SRP,71.24
ENSG00000227380.2,HCG15,49.22
ENSG00000223687.4,ZNF311,40.96
ENSG00000227626.1,OR2AD1P,40.41
ENSG00000234101.1,OR2W1,41.15
ENSG00000225838.1,OR2P1P,44.63
ENSG00000226657.1,SAR1AP1,41.28
ENSG00000233180.3,OR2B3,43
ENSG00000234804.1,OR2J1,45.26
ENSG00000232178.1,OR2J3,45.62
ENSG00000231676.4,OR2J2,41.9
ENSG00000226610.1,OR2J4P,44.12
ENSG00000225150.1,OR2G1P,48.55
ENSG00000237366.1,OR2U1P,43.86
ENSG00000226844.1,OR2U2P,42.92
ENSG00000225291.4,OR14J1,45.45
ENSG00000229045.1,DDX6P1,42.23
ENSG00000233046.8,OR5V1,36.66
ENSG00000251394.6,OR12D3,37.43
ENSG00000235966.4,OR12D2,45.65
ENSG00000249030.1,OR12D1,45.93
ENSG00000230780.8,OR11A1,39.09
ENSG00000224234.5,OR10C1,50.06
ENSG00000235132.8,OR2H1,41.39
ENSG00000227228.1,UBDP1,41.05
ENSG00000224444.1,MAS1LP1,52.82
ENSG00000233141.3,MAS1L,49.78
ENSG00000232302.3,RPS17P1,50.25
ENSG00000232652.1,LINC02829,47.64
ENSG00000230674.5,LINC01015,57.6
ENSG00000237698.1,GPR53P,52.77
ENSG00000229467.2,OR2I1P,66.77
ENSG00000228913.2,UBD,43.46
ENSG00000232632.8,GABBR1,44.85
ENSG00000226796.2,OR2H5P,53.56
ENSG00000225248.2,TMEM183AP1,55.17
ENSG00000266672.1,SNORD32B,50
ENSG00000230181.1,RPL13AP,51.35
ENSG00000229185.4,OR2H2,49.94
ENSG00000223771.3,SUMO2P1,45.42
ENSG00000237834.9,MOG,45.71
ENSG00000226858.7,ZFP57,48.25
ENSG00000235507.1,ZDHHC20P1,40.19
ENSG00000137403.19,HLA-F,45.02
ENSG00000206446.9,HLA-F-AS1,45.93
ENSG00000241880.1,RPL23AP1,48.62
ENSG00000251581.1,MICE,55.07
ENSG00000263876.1,Y_RNA,41.18
ENSG00000228912.2,IFITM4P,55.11
ENSG00000225346.1,HCG4,63.38
ENSG00000260055.1,HLA-P,54.08
ENSG00000233462.4,RPL7AP7,49.69
ENSG00000229995.1,MICG,62.12
ENSG00000230413.9,HLA-G,56.26
ENSG00000234681.1,HCG4P8,65.14
ENSG00000224320.9,HLA-A,46.45
ENSG00000226893.3,HLA-H,60.67
ENSG00000227027.1,HLA-T,51.94
ENSG00000233241.1,DDX39BP1,49.86
ENSG00000231998.1,MCCD1P1,56.53
ENSG00000227956.2,HCG4B,63.37
ENSG00000232331.2,HLA-K,58.42
ENSG00000223352.1,HLA-U,63.44
ENSG00000232011.1,HLA-W,53.32
ENSG00000237395.1,MICD,57.25
ENSG00000236579.2,HCG9,51.38
ENSG00000234242.1,DDX39BP2,49.12
ENSG00000235340.1,MCCD1P2,57.4
ENSG00000229653.6,ZNRD1ASP,41.65
ENSG00000232141.1,ETF1P1,42.99
ENSG00000224859.6,POLR1H,41.52
ENSG00000234058.6,PPP1R11,49.13
ENSG00000227171.8,RNF39,56.26
ENSG00000226402.8,TRIM31,47.05
ENSG00000238027.1,TRIM31-AS1,46.05
ENSG00000228001.8,TRIM40,42.69
ENSG00000237192.8,TRIM10,45.78
ENSG00000227147.9,TRIM15,47.1
ENSG00000230230.7,TRIM26,46.89
ENSG00000228199.1,PAIP1P1,45.03
ENSG00000241701.5,HCG17,41.42
ENSG00000223840.1,TRIM26BP,42.08
ENSG00000228894.6,HCG18,42.66
ENSG00000224994.10,TRIM39,44.35
ENSG00000241863.6,RPP21,44.82
ENSG00000227334.1,HLA-N,55.56
ENSG00000232095.1,UBQLN1P1,41.75
ENSG00000233466.1,MICC,56.32
ENSG00000223933.1,TMPOP1,48.63
ENSG00000223412.3,SUCLA2P1,41.31
ENSG00000227703.4,RANP1,46.7
ENSG00000233904.6,HLA-E,55.45
ENSG00000223827.1,LINC02569,50.56
ENSG00000235986.9,GNL1,49.57
ENSG00000228186.10,PRR3,45
ENSG00000236149.9,ABCF1,47.93
ENSG00000230995.7,PPP1R10,46.34
ENSG00000227420.8,MRPS18B,46.36
ENSG00000223752.8,ATAT1,48.87
ENSG00000225453.4,PTMAP1,51.69
ENSG00000233641.9,C6orf136,52.58
ENSG00000233561.6,DHX16,50.02
ENSG00000231247.8,PPP1R18,56.09
ENSG00000235773.8,NRM,55.1
ENSG00000235342.1,RPL7P4,41.23
ENSG00000224587.9,MDC1,48.85
ENSG00000236766.1,MDC1-AS1,50.88
ENSG00000227739.10,TUBB,53.04
ENSG00000232280.9,FLOT1,49.65
ENSG00000266119.1,Y_RNA,37.84
ENSG00000237155.3,IER3,58.55
ENSG00000263728.2,Metazoa_SRP,56.75
ENSG00000224641.5,HCG20,46.93
ENSG00000231522.1,LINC02570,48.28
ENSG00000265903.1,7SK,52.48
ENSG00000224360.1,DDR1-DT,43.41
ENSG00000137332.19,DDR1,56.63
ENSG00000236895.10,GTF2H4,51.12
ENSG00000236178.11,VARS2,54.95
ENSG00000224246.2,SFTA2,56.5
ENSG00000266178.1,Y_RNA,44.94
ENSG00000232308.4,MUCL3,47.59
ENSG00000223454.1,HCG21,46.47
